y_pred_original,y_pred_calibrated,Residual_original,Residual_calibrated
24.139942,24.252953495737362,-0.8600578308105469,-0.747046504262638
38.160816,38.45571774369185,-19.839183807373047,-19.54428225630815
42.247562,42.54246395951216,-20.752437591552734,-20.457536040487838
57.520542,57.6335534713233,-2.4794578552246094,-2.366446528676697
24.192474,24.48737591629927,-5.807525634765625,-5.512624083700729
-1.5993358,-1.9495752900835992,9.400664210319519,9.0504247099164
10.328324,10.623225868997025,4.328324317932129,4.623225868997025
25.752821,25.86583229517584,-3.2471790313720703,-3.1341677048241614
20.766226,20.879237141367245,-9.233774185180664,-9.120762858632755
17.490063,17.603074040170956,8.490062713623047,8.603074040170956
18.423187,18.07294775545626,-3.576812744140625,-3.9270522445437415
32.663094,32.776104893442444,9.663093566894531,9.776104893442444
1.0694188,0.7191792875531196,1.0694187879562378,0.7191792875531196
27.677671,27.972572983560013,-9.322328567504883,-9.027427016439987
28.701557,28.35131765902071,5.701557159423828,5.351317659020712
17.499203,17.612214054819393,-7.500797271728516,-7.387785945180607
41.813145,41.9261560103858,11.81314468383789,11.926156010385803
33.498463,33.611474003549866,-27.501537322998047,-27.388525996450134
13.91916,13.568920388818073,4.919159889221191,4.568920388818073
44.11145,44.22446152186041,-5.8885498046875,-5.7755384781395875
30.016651,30.129662480112362,0.016651153564453125,0.12966248011236203
13.129323,13.424224556741166,-2.8706769943237305,-2.5757754432588342
29.009817,29.304718674477982,-17.990182876586914,-17.695281325522018
23.44437,23.094130769372274,10.44437026977539,10.094130769372274
48.61228,48.72529312586432,-13.387718200683594,-13.274706874135681
31.075258,31.37015980606978,1.0752582550048828,1.370159806069779
28.601313,28.251073136925985,0.6013126373291016,0.2510731369259851
26.092043,26.20505424952154,10.092042922973633,10.205054249521542
31.539343,31.189103379845907,-3.4606571197509766,-3.810896620154093
25.760427,26.055329026040482,9.760427474975586,10.055329026040482
22.5795,22.22926069796114,2.579500198364258,2.2292606979611413
27.905773,27.55553366243868,19.905773162841797,19.55553366243868
28.102571,28.397473038491654,-3.897428512573242,-3.602526961508346
35.57433,35.8692309272856,-15.425670623779297,-15.1307690727144
47.3343,47.62920254593794,-14.665699005126953,-14.370797454062057
28.966278,28.61603857576876,-2.033721923828125,-2.3839614242312415
13.649967,13.944868744668412,-13.350032806396484,-13.055131255331588
15.638563,15.751574482675839,8.63856315612793,8.751574482675839
12.594845,12.707856144663143,10.594844818115234,10.707856144663143
28.602646,28.715657200571346,11.602645874023438,11.715657200571346
35.884556,35.9975671431983,13.88455581665039,13.997567143198303
36.004818,36.1178292891944,12.004817962646484,12.117829289194397
16.023418,15.673178926110554,2.023418426513672,1.6731789261105536
17.940634,18.235535324868607,-13.059366226196289,-12.764464675131393
11.695987,11.345747247338581,0.6959867477416992,0.345747247338581
34.626102,34.92100399857466,12.626102447509766,12.921003998574662
7.385416,7.680317581948685,-4.614583969116211,-4.319682418051315
32.72368,33.018580139932084,14.723678588867188,15.018580139932084
22.544832,22.657843556162167,-9.455167770385742,-9.342156443837833
34.26697,33.916732087731646,-17.733028411865234,-18.083267912268354
26.194387,26.307398762460995,-5.805612564086914,-5.692601237539005
21.711163,22.006064118203568,-13.288837432861328,-12.993935881796432
16.787638,17.082539261636185,11.787637710571289,12.082539261636185
28.459711,28.57272240137701,-0.5402889251708984,-0.42727759862298953
23.623478,23.2732384353879,7.623477935791016,7.273238435387899
10.842084,11.136985482034135,4.842083930969238,5.1369854820341345
52.5006,52.613610234018616,-11.499401092529297,-11.386389765981384
34.08812,34.20113083338385,-3.9118804931640625,-3.79886916661615
36.775978,36.88898941492682,-0.22402191162109375,-0.11101058507318129
25.94678,25.596539750695516,-15.053220748901367,-15.403460249304484
23.049603,23.344504059609818,-9.950397491455078,-9.655495940390182
30.922894,31.03590485071783,-0.07710647583007812,0.03590485071783078
25.918888,25.5686485916379,9.918888092041016,9.5686485916379
21.011118,21.30601948624556,27.011117935180664,27.30601948624556
22.3305,22.44351097559576,5.330499649047852,5.4435109755957605
17.76765,17.880661930795956,20.767650604248047,20.880661930795956
20.657568,20.95246952897017,8.657567977905273,8.95246952897017
23.82347,23.473229661584188,-7.176530838012695,-7.526770338415812
33.043873,33.156884159799866,9.043872833251953,9.156884159799866
27.015846,27.128857578989315,-7.984153747558594,-7.871142421010685
12.659241,12.772252049204159,5.65924072265625,5.772252049204159
39.36086,39.655760468301224,-15.639141082763672,-15.344239531698776
45.728043,45.37780310213594,-22.271957397460938,-22.622196897864058
16.253326,16.253326416015625,-6.746673583984375,-6.746673583984375
35.162487,34.81224752962618,-17.837512969970703,-18.187752470373823
28.990522,29.103533711191464,12.990522384643555,13.103533711191464
36.42616,36.07591940462618,1.4261589050292969,1.0759194046261769
33.692932,33.987833679971146,7.69293212890625,7.987833679971146
32.58003,32.69303986048346,2.580028533935547,2.6930398604834593
15.353666,15.648567856606888,-3.646333694458008,-3.3514321433931116
20.822224,21.117125214394974,-2.177776336669922,-1.8828747856050256
19.624063,19.273823991418173,-13.375936508178711,-13.726176008581827
8.865482,8.515242829919147,-3.1345176696777344,-3.4847571700808526
24.327663,24.622564972695756,-6.672336578369141,-6.377435027304244
25.092571,25.20558258509283,5.092571258544922,5.205582585092831
20.897772,20.89777183532715,-2.1022281646728516,-2.1022281646728516
8.962354,8.612114205956745,2.9623537063598633,2.612114205956745
19.901855,19.551615968346884,-9.09814453125,-9.448384031653116
26.917297,27.212198914346146,-18.08270263671875,-17.787801085653854
28.443802,28.73870343094771,-6.5561981201171875,-6.261296569052291
11.4689045,11.11866499483614,1.4689044952392578,1.1186649948361396
24.046717,24.159728016611385,1.0467166900634766,1.1597280166113855
11.543047,11.656058277841854,5.543046951293945,5.656058277841854
14.390005,14.684906662759232,-4.609994888305664,-4.315093337240768
35.778545,36.07344693070357,-2.221454620361328,-1.9265530692964319
2.7991455,3.0940470111936804,-23.200854539871216,-22.90595298880632
15.324448,15.437458958383846,3.3244476318359375,3.4374589583838464
31.65858,31.953482331094193,-22.341419219970703,-22.046517668905807
10.40664,10.701541603860306,6.40664005279541,6.701541603860306
57.168137,57.2811479232276,-24.831863403320312,-24.7188520767724
