Best_Model,Num_Features,Training_Samples,Test_Samples,NCV_R2_mean,NCV_R2_std,NCV_MAE_mean,NCV_MAE_std,Test_R2,Test_MSE,Test_MAE,Test_RMSE
XGBRegressor,141,10963,2741,0.3082852602005005,0.014283195967658768,11.123917198181152,0.2685031331710929,0.31665515899658203,214.9210205078125,10.615415573120117,14.660184872907044
